Note,This file is generated by the map editor. Don't edit it by hand because your changes will be overwritten. See SourceMap.xml.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region Ownership, -2426.818359,4025.947266,24,8,-1.000000,20000.000000,0,3,27,-2082.245605,4096.000000,-2377.049805,3888.194092,17,-2489.710938,3905.581787,-2593.568359,4096.000000,21,-2377.049805,3888.194092,-2489.710938,3905.581787,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,-2082.245605,4096.000000,-2377.049805,3888.194092,-2489.710938,3905.581787,-2593.568359,4096.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -2341.331055,3217.648438,25,2,-1.000000,20000.000000,0,5,34,-2591.217529,2653.715332,-3145.707520,2172.113037,31,-2212.571045,3216.603271,-2591.217529,2653.715332,30,-2358.946045,3368.382568,-2212.571045,3216.603271,40,-3145.707520,2172.113037,-3560.023682,1950.226318,20,-3560.023682,1950.226318,-2358.946045,3368.382568,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-3560.023682,1950.226318,-2358.946045,3368.382568,-2212.571045,3216.603271,-2591.217529,2653.715332,-3145.707520,2172.113037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -2332.139648,-2261.009766,26,0,-1.000000,20000.000000,0,4,18,-2430.428467,-2612.333496,-2450.897949,-2192.516846,32,-2191.948242,-2226.537598,-2430.428467,-2612.333496,29,-2344.859863,-2128.958984,-2191.948242,-2226.537598,23,-2450.897949,-2192.516846,-2344.859863,-2128.958984,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,-2344.859863,-2128.958984,-2191.948242,-2226.537598,-2430.428467,-2612.333496,-2450.897949,-2192.516846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -2264.039063,3795.019531,27,8,-1.000000,20000.000000,0,5,35,-998.912842,4096.000000,-1710.807495,3737.954102,28,-1710.807495,3737.954102,-2339.013428,3664.087158,22,-2339.013428,3664.087158,-2352.845703,3677.130859,24,-2377.049805,3888.193848,-2082.244141,4096.000000,21,-2352.845703,3677.130859,-2377.049805,3888.193848,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-2377.049805,3888.193848,-2082.244141,4096.000000,-998.912842,4096.000000,-1710.807495,3737.954102,-2339.013428,3664.087158,-2352.845703,3677.130859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -2235.712891,3554.117188,28,8,-1.000000,20000.000000,0,5,30,-2033.435059,3473.929199,-2355.616943,3432.632568,35,-1710.807617,3737.953857,-2033.435059,3473.929199,27,-2339.013428,3664.087158,-1710.807617,3737.953857,22,-2365.072998,3446.084717,-2339.013428,3664.087158,20,-2355.616943,3432.632568,-2365.072998,3446.084717,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-2355.616943,3432.632568,-2365.072998,3446.084717,-2339.013428,3664.087158,-1710.807617,3737.953857,-2033.435059,3473.929199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -2219.738281,-2084.870117,29,2,-1.000000,20000.000000,0,6,32,-2160.124268,-2219.819824,-2191.948242,-2226.537598,33,-1600.883789,-1059.833984,-2160.124268,-2219.819824,26,-2191.948242,-2226.537598,-2344.859863,-2128.958984,90,-1630.697144,-1025.960083,-1600.883789,-1059.833984,19,-2313.987793,-1881.375122,-1630.697144,-1025.960083,23,-2344.859863,-2128.958984,-2313.987793,-1881.375122,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-2344.859863,-2128.958984,-2313.987793,-1881.375122,-1630.697144,-1025.960083,-1600.883789,-1059.833984,-2160.124268,-2219.819824,-2191.948242,-2226.537598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -2208.949219,3345.316406,30,8,-1.000000,20000.000000,0,5,35,-2033.435059,3473.929199,-2130.128418,3231.880859,28,-2355.616943,3432.632568,-2033.435059,3473.929199,25,-2212.571045,3216.603271,-2358.946045,3368.382568,31,-2130.128418,3231.880859,-2212.571045,3216.603271,20,-2358.946045,3368.382568,-2355.616943,3432.632568,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-2355.616943,3432.632568,-2033.435059,3473.929199,-2130.128418,3231.880859,-2212.571045,3216.603271,-2358.946045,3368.382568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -2163.069336,3097.734375,31,2,-1.000000,20000.000000,0,5,25,-2591.217529,2653.715576,-2212.571045,3216.603271,34,-2083.919189,2957.887695,-2591.217529,2653.715576,37,-2033.932983,3132.021240,-2083.919189,2957.887695,35,-2130.128418,3231.880859,-2033.932983,3132.021240,30,-2212.571045,3216.603271,-2130.128418,3231.880859,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-2130.128418,3231.880859,-2033.932983,3132.021240,-2083.919189,2957.887695,-2591.217529,2653.715576,-2212.571045,3216.603271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -2160.109375,-2367.350586,32,0,-1.000000,20000.000000,0,6,36,-2036.561157,-2443.987793,-2506.210449,-2932.887451,38,-2040.102295,-2312.426270,-2036.561157,-2443.987793,18,-2506.210449,-2932.887451,-2430.428467,-2612.333496,26,-2430.428467,-2612.333496,-2191.947998,-2226.537598,33,-2160.124268,-2219.820068,-2040.102295,-2312.426270,29,-2191.947998,-2226.537598,-2160.124268,-2219.820068,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-2191.947998,-2226.537598,-2160.124268,-2219.820068,-2040.102295,-2312.426270,-2036.561157,-2443.987793,-2506.210449,-2932.887451,-2430.428467,-2612.333496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -2017.415039,-2182.412109,33,2,-1.000000,20000.000000,0,8,100,-1309.124634,-1360.392456,-1297.897949,-1379.749878,94,-1453.571289,-1198.489746,-1309.124634,-1360.392456,101,-1297.897949,-1379.749878,-1207.351563,-1572.061523,53,-1207.351563,-1572.061523,-1570.334595,-2048.843506,38,-1570.334595,-2048.843506,-2040.102295,-2312.426270,32,-2040.102295,-2312.426270,-2160.124268,-2219.820068,29,-2160.124268,-2219.820068,-1600.883789,-1059.833740,90,-1600.883789,-1059.833740,-1453.571289,-1198.489746,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,8,-1600.883789,-1059.833740,-1453.571289,-1198.489746,-1309.124634,-1360.392456,-1297.897949,-1379.749878,-1207.351563,-1572.061523,-1570.334595,-2048.843506,-2040.102295,-2312.426270,-2160.124268,-2219.820068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1997.853516,2822.187500,34,2,-1.000000,20000.000000,0,6,47,-1893.335083,2908.319580,-1861.819580,2794.637207,37,-2083.919189,2957.887695,-1893.335083,2908.319580,39,-1861.819580,2794.637207,-2187.846436,2459.847412,31,-2591.217529,2653.715576,-2083.919189,2957.887695,25,-3145.707520,2172.113037,-2591.217529,2653.715576,40,-2187.846436,2459.847412,-3145.707520,2172.113037,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-3145.707520,2172.113037,-2591.217529,2653.715576,-2083.919189,2957.887695,-1893.335083,2908.319580,-1861.819580,2794.637207,-2187.846436,2459.847412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1994.844727,3259.786133,35,8,-1.000000,20000.000000,0,6,37,-1642.605347,3222.678223,-2033.932983,3132.021240,47,-264.729980,4096.000000,-1642.605347,3222.678223,28,-2033.435059,3473.929199,-1710.807617,3737.954102,30,-2130.128418,3231.880859,-2033.435059,3473.929199,27,-1710.807617,3737.954102,-998.912354,4096.000000,31,-2033.932983,3132.021240,-2130.128418,3231.880859,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,7,-2130.128418,3231.880859,-2033.435059,3473.929199,-1710.807617,3737.954102,-998.912354,4096.000000,-264.729980,4096.000000,-1642.605347,3222.678223,-2033.932983,3132.021240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1955.025391,-2564.359375,36,0,-1.000000,20000.000000,0,5,18,-2749.455566,-3438.664551,-2506.210449,-2932.887451,42,-1838.714722,-2608.769043,-2749.455566,-3438.664551,38,-2036.561157,-2443.987793,-1877.463867,-2473.463867,32,-2506.210449,-2932.887451,-2036.561157,-2443.987793,45,-1877.463867,-2473.463867,-1838.714722,-2608.769043,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-1838.714722,-2608.769043,-2749.455566,-3438.664551,-2506.210449,-2932.887451,-2036.561157,-2443.987793,-1877.463867,-2473.463867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1942.644531,3034.459961,37,8,-1.000000,20000.000000,0,4,34,-1893.335083,2908.319580,-2083.919189,2957.887695,47,-1642.605347,3222.678223,-1893.335083,2908.319580,35,-2033.932983,3132.021240,-1642.605347,3222.678223,31,-2083.919189,2957.887695,-2033.932983,3132.021240,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,-2033.932983,3132.021240,-1642.605347,3222.678223,-1893.335083,2908.319580,-2083.919189,2957.887695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1917.314453,-2360.815430,38,2,-1.000000,20000.000000,0,5,32,-2036.561157,-2443.987793,-2040.102295,-2312.426270,36,-1877.463989,-2473.463867,-2036.561157,-2443.987793,53,-1570.334717,-2048.843506,-1663.561646,-2252.279785,33,-2040.102295,-2312.426270,-1570.334717,-2048.843506,45,-1663.561646,-2252.279785,-1877.463989,-2473.463867,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-1663.561646,-2252.279785,-1877.463989,-2473.463867,-2036.561157,-2443.987793,-2040.102295,-2312.426270,-1570.334717,-2048.843506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1830.671875,2659.381836,39,2,-1.000000,20000.000000,0,5,47,-1861.819580,2794.637207,-1760.515747,2763.091064,34,-2187.846436,2459.847412,-1861.819580,2794.637207,50,-1760.515747,2763.091064,-1734.814209,2579.267334,48,-1734.814209,2579.267334,-1939.590088,2460.496826,40,-1939.590088,2460.496826,-2187.846436,2459.847412,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-1939.590088,2460.496826,-2187.846436,2459.847412,-1861.819580,2794.637207,-1760.515747,2763.091064,-1734.814209,2579.267334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1829.632813,2262.184570,40,2,-1.000000,20000.000000,0,9,39,-2187.846191,2459.847412,-1939.590088,2460.496826,34,-3145.708008,2172.112793,-2187.846191,2459.847412,48,-1939.590088,2460.496826,-1686.563965,2308.287842,44,-1866.688721,2070.207520,-2414.266113,1973.604736,49,-1683.836914,2264.357666,-1866.688721,2070.207520,57,-1686.563965,2308.287842,-1683.836914,2264.357666,41,-2414.266113,1973.604736,-3601.380859,1924.597534,25,-3560.023926,1950.226318,-3145.708008,2172.112793,20,-3601.380859,1924.597534,-3560.023926,1950.226318,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,9,-3601.380859,1924.597534,-3560.023926,1950.226318,-3145.708008,2172.112793,-2187.846191,2459.847412,-1939.590088,2460.496826,-1686.563965,2308.287842,-1683.836914,2264.357666,-1866.688721,2070.207520,-2414.266113,1973.604736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1807.835938,1734.195313,41,2,-1.000000,20000.000000,0,5,43,-1709.963623,1633.166504,-4096.000000,1385.367188,52,-1684.313477,1792.929321,-1709.963623,1633.166504,44,-2414.266113,1973.604736,-1684.313477,1792.929321,40,-3601.381348,1924.597290,-2414.266113,1973.604736,20,-4096.000000,1710.942383,-3601.381348,1924.597290,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-4096.000000,1710.942383,-3601.381348,1924.597290,-2414.266113,1973.604736,-1684.313477,1792.929321,-1709.963623,1633.166504,-4096.000000,1385.367188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1805.277344,-2728.695313,42,0,-1.000000,20000.000000,0,5,61,-1681.292725,-3097.684082,-1983.016113,-4096.000000,55,-1687.550537,-2637.552002,-1681.292725,-3097.684082,18,-3145.736816,-4096.000000,-2749.455566,-3438.664551,36,-2749.455566,-3438.664551,-1838.714722,-2608.769043,45,-1838.714722,-2608.769043,-1687.550537,-2637.552002,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-1687.550537,-2637.552002,-1681.292725,-3097.684082,-1983.016113,-4096.000000,-3145.736816,-4096.000000,-2749.455566,-3438.664551,-1838.714722,-2608.769043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1784.986328,1514.181641,43,2,-1.000000,20000.000000,0,5,0,-3868.391602,1166.360596,-4096.000000,1363.871094,46,-1713.644531,1406.315063,-3868.391602,1166.360596,41,-4096.000000,1385.363281,-1709.963623,1633.166504,51,-1670.959106,1590.923462,-1713.644531,1406.315063,52,-1709.963623,1633.166504,-1670.959106,1590.923462,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-4096.000000,1385.363281,-1709.963623,1633.166504,-1670.959106,1590.923462,-1713.644531,1406.315063,-3868.391602,1166.360596,-4096.000000,1363.871094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1766.177734,1902.500000,44,2,-1.000000,20000.000000,0,5,56,-1667.361328,1988.240723,-1657.681885,1816.529053,49,-1866.688721,2070.207520,-1667.361328,1988.240723,41,-1684.313477,1792.929321,-2414.266113,1973.604736,52,-1657.681885,1816.529053,-1684.313477,1792.929321,40,-2414.266113,1973.604736,-1866.688721,2070.207520,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-2414.266113,1973.604736,-1866.688721,2070.207520,-1667.361328,1988.240723,-1657.681885,1816.529053,-1684.313477,1792.929321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1763.544922,-2509.522461,45,2,-1.000000,20000.000000,0,5,38,-1877.463867,-2473.463867,-1663.561646,-2252.279785,36,-1838.714722,-2608.769043,-1877.463867,-2473.463867,53,-1663.561646,-2252.279785,-1675.446655,-2626.556885,42,-1687.550537,-2637.552002,-1838.714722,-2608.769043,55,-1675.446655,-2626.556885,-1687.550537,-2637.552002,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-1687.550537,-2637.552002,-1838.714722,-2608.769043,-1877.463867,-2473.463867,-1663.561646,-2252.279785,-1675.446655,-2626.556885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1759.508789,1285.396484,46,2,-1.000000,20000.000000,0,6,0,-2840.001953,170.673828,-3868.395020,1166.361816,8,-2620.897461,41.660400,-2840.001953,170.673828,43,-3868.395020,1166.361816,-1713.644531,1406.315063,54,-1642.535400,1346.339844,-1736.705200,1011.378845,51,-1713.644531,1406.315063,-1642.535400,1346.339844,59,-1736.705200,1011.378845,-2620.897461,41.660400,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-2620.897461,41.660400,-2840.001953,170.673828,-3868.395020,1166.361816,-1713.644531,1406.315063,-1642.535400,1346.339844,-1736.705200,1011.378845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1759.387695,2888.295898,47,8,-1.000000,20000.000000,0,6,37,-1893.335083,2908.319580,-1642.605347,3222.678223,34,-1861.819580,2794.637207,-1893.335083,2908.319580,35,-1642.605347,3222.678223,-264.730469,4096.000000,39,-1760.515747,2763.091064,-1861.819580,2794.637207,58,570.545410,4096.000000,-907.263123,3156.260986,50,-907.263123,3156.260986,-1760.515747,2763.091064,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,7,-1760.515747,2763.091064,-1861.819580,2794.637207,-1893.335083,2908.319580,-1642.605347,3222.678223,-264.730469,4096.000000,570.545410,4096.000000,-907.263123,3156.260986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1712.873047,2456.281250,48,2,-1.000000,20000.000000,0,5,57,-1595.642090,2398.141846,-1686.563965,2308.287842,58,-1628.625977,2556.620361,-1595.642090,2398.141846,50,-1734.814209,2579.267334,-1628.625977,2556.620361,39,-1939.590088,2460.496826,-1734.814209,2579.267334,40,-1686.563965,2308.287842,-1939.590088,2460.496826,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-1686.563965,2308.287842,-1939.590088,2460.496826,-1734.814209,2579.267334,-1628.625977,2556.620361,-1595.642090,2398.141846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1677.275391,2118.693359,49,2,-1.000000,20000.000000,0,5,44,-1667.361328,1988.240723,-1866.688721,2070.207520,56,-1495.482910,2087.177490,-1667.361328,1988.240723,64,-1498.294067,2105.410889,-1495.482910,2087.177490,57,-1683.836914,2264.357666,-1498.294067,2105.410889,40,-1866.688721,2070.207520,-1683.836914,2264.357666,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-1683.836914,2264.357666,-1498.294067,2105.410889,-1495.482910,2087.177490,-1667.361328,1988.240723,-1866.688721,2070.207520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1664.605469,2682.600586,50,8,-1.000000,20000.000000,0,4,58,-907.263184,3156.260742,-1628.625977,2556.620361,47,-1760.515747,2763.091064,-907.263184,3156.260742,39,-1734.814209,2579.267334,-1760.515747,2763.091064,48,-1628.625977,2556.620361,-1734.814209,2579.267334,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,-1734.814209,2579.267334,-1760.515747,2763.091064,-907.263184,3156.260742,-1628.625977,2556.620361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1602.193359,1471.916016,51,8,-1.000000,20000.000000,0,5,46,-1642.535400,1346.339844,-1713.644531,1406.315063,54,-1538.822754,1358.399658,-1642.535400,1346.339844,43,-1713.644531,1406.315063,-1670.959106,1590.923462,52,-1670.959106,1590.923462,-1447.000977,1574.308228,60,-1447.000977,1574.308228,-1538.822754,1358.399658,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-1538.822754,1358.399658,-1642.535400,1346.339844,-1713.644531,1406.315063,-1670.959106,1590.923462,-1447.000977,1574.308228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1585.384766,1698.480469,52,8,-1.000000,20000.000000,0,6,43,-1670.959106,1590.923462,-1709.963623,1633.166504,51,-1447.000977,1574.308105,-1670.959106,1590.923462,41,-1709.963623,1633.166504,-1684.313477,1792.929321,44,-1684.313477,1792.929321,-1657.682007,1816.529053,56,-1657.682007,1816.529053,-1128.434814,1753.094360,60,-1128.434814,1753.094360,-1447.000977,1574.308105,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-1128.434814,1753.094360,-1447.000977,1574.308105,-1670.959106,1590.923462,-1709.963623,1633.166504,-1684.313477,1792.929321,-1657.682007,1816.529053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1580.100586,-2515.347656,53,2,-1.000000,20000.000000,0,6,55,-1483.411133,-2614.938477,-1675.446655,-2626.556885,63,-1033.702026,-1772.293335,-1483.411133,-2614.938477,101,-1207.351807,-1572.061890,-1033.702026,-1772.293335,33,-1570.334595,-2048.843506,-1207.351807,-1572.061890,38,-1663.561646,-2252.279785,-1570.334595,-2048.843506,45,-1675.446655,-2626.556885,-1663.561646,-2252.279785,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-1675.446655,-2626.556885,-1663.561646,-2252.279785,-1570.334595,-2048.843506,-1207.351807,-1572.061890,-1033.702026,-1772.293335,-1483.411133,-2614.938477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1574.455078,1233.371094,54,2,-1.000000,20000.000000,0,5,51,-1642.535400,1346.339844,-1538.822754,1358.399658,46,-1736.705200,1011.378845,-1642.535400,1346.339844,59,-1465.320190,1150.741211,-1736.705200,1011.378845,60,-1538.822754,1358.399658,-1460.176025,1278.147217,62,-1460.176025,1278.147217,-1465.320190,1150.741211,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-1460.176025,1278.147217,-1465.320190,1150.741211,-1736.705200,1011.378845,-1642.535400,1346.339844,-1538.822754,1358.399658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Region Ownership, -1567.388672,-2725.459961,55,0,-1.000000,20000.000000,0,5,42,-1681.292603,-3097.684082,-1687.550537,-2637.552002,61,-1434.705688,-2740.373291,-1681.292603,-3097.684082,63,-1483.411133,-2614.938477,-1434.705688,-2740.373291,53,-1675.446655,-2626.556885,-1483.411133,-2614.938477,45,-1687.550537,-2637.552002,-1675.446655,-2626.556885,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-1687.550537,-2637.552002,-1675.446655,-2626.556885,-1483.411133,-2614.938477,-1434.705688,-2740.373291,-1681.292603,-3097.684082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
